sys_idx,domain,coherence,fertility,region
159,branching,0.6168400598923558,0.5985897027711788,constrained_generative
173,branching,1.0,0.5166074406439111,constrained_generative
174,branching,0.8324025532128358,0.17097331649753475,constrained_generative
175,branching,0.611471258198366,0.5057645259692964,constrained_generative
177,branching,0.7481327766976714,0.08827450783626635,constrained_generative
181,branching,0.9659562437987257,0.3881251906152089,constrained_generative
186,branching,0.6711851546054419,0.7173229358264877,constrained_generative
190,branching,0.6452789047452114,0.778966655047951,constrained_generative
196,branching,0.744517559019199,0.337116609536821,constrained_generative
202,branching,0.744517559019199,0.12380491463273936,constrained_generative
211,branching,0.6863773348198635,0.8214254010368708,constrained_generative
220,branching,0.9791554148565123,0.4180646736754258,constrained_generative
223,branching,0.9290493563561141,0.17594318709007029,constrained_generative
224,branching,0.744517559019199,0.12380491463273936,constrained_generative
225,branching,0.744517559019199,0.12380491463273936,constrained_generative
231,branching,0.744517559019199,0.24106105850049808,constrained_generative
234,branching,0.6630208953008578,0.7318396701925227,constrained_generative
235,branching,0.9322694645546319,0.20557923183625426,constrained_generative
236,branching,0.744517559019199,0.20307553272104434,constrained_generative
242,branching,0.5883363466858863,0.8564549354790282,constrained_generative
244,branching,0.8916118478427719,0.3009426147599376,constrained_generative
245,branching,0.744517559019199,0.20307553272104434,constrained_generative
246,branching,0.6807648174029508,0.816601151836948,constrained_generative
248,branching,0.6473235989449209,0.8176996892927539,constrained_generative
250,branching,0.8894914558333409,0.2650841764345763,constrained_generative
253,branching,0.64269943941633,0.8551406247442876,constrained_generative
254,branching,0.9383941193654757,0.7179717354882693,constrained_generative
257,branching,0.6684050972047327,0.8329265249294688,constrained_generative
260,branching,0.977730527256871,0.24246797754434743,constrained_generative
261,branching,0.8349913913996817,0.45335534303922276,constrained_generative
272,branching,0.5808718510656513,0.7795137948242115,constrained_generative
274,branching,0.9935368326291089,0.2825257219892876,constrained_generative
296,branching,0.744517559019199,0.12380491463273936,constrained_generative
314,branching,0.8910462120041952,0.29802869045683456,constrained_generative
317,branching,0.98960807690335,0.24253155371074447,constrained_generative
320,branching,0.6518838715202214,0.804644676382305,constrained_generative
322,branching,0.6780002098429737,0.8653024786300277,constrained_generative
323,branching,0.5943748703597272,0.7822145321893552,constrained_generative
324,branching,0.744517559019199,0.21216163729112034,constrained_generative
326,branching,0.8923962271256093,0.39838725081381277,constrained_generative
327,branching,0.744517559019199,0.2573784107811653,constrained_generative
332,branching,0.744517559019199,0.16411369393458583,constrained_generative
333,branching,0.6495875090639767,0.8952573114912435,constrained_generative
334,branching,0.6453672068936939,0.8548346501496481,constrained_generative
342,branching,0.6495222697568995,0.6978949102130368,constrained_generative
345,branching,0.744517559019199,0.16411369393458583,constrained_generative
352,branching,0.5892139859220414,0.813541489966478,constrained_generative
353,branching,0.6053034956622877,0.6788132567919495,constrained_generative
355,branching,0.9640910286378592,0.3996944332802724,constrained_generative
356,branching,0.744517559019199,0.21216163729112034,constrained_generative
365,branching,0.744517559019199,0.16411369393458583,constrained_generative
367,branching,0.8324025532128358,0.4032606363638997,constrained_generative
377,branching,0.9290493563561141,0.35423758781384374,constrained_generative
382,branching,0.8346468202518381,0.1415977253951928,constrained_generative
384,branching,0.990489569210867,0.40592447186611585,constrained_generative
385,branching,0.6230784987193647,0.48595270845242466,constrained_generative
389,branching,0.6447599843194144,0.8386382675881934,constrained_generative
391,branching,0.6015866178248458,0.7738637700147982,constrained_generative
397,branching,0.6373276040306468,0.8868435717403484,constrained_generative
404,branching,0.6556025841784938,0.645741869368497,constrained_generative
